project_id,project_type,terrain,planned_days,planned_cost,regulatory_risk,season,vendor,vendor_rating,market_condition,actual_days,actual_cost,cost_overrun_pct,time_overrun_pct,cost_overrun,time_overrun
P01667,overhead_line,forest,154,10000000.0,Low,Summer,vendor_7,4.0,Stable,145,9742520.235368494,-0.025747976463150607,-0.05844155844155844,0,0
P01668,substation,plains,171,50000000.0,Medium,Winter,vendor_6,4.1,Stable,172,50299942.45699121,0.005998849139824212,0.005847953216374269,0,0
P01669,underground_cable,hilly,170,20000000.0,Low,Winter,vendor_6,3.8,Stable,191,22311582.117198735,0.11557910585993678,0.12352941176470589,1,1
P01670,overhead_line,urban,133,10000000.0,Low,Winter,vendor_3,4.6,Stable,139,10385639.156006506,0.03856391560065057,0.045112781954887216,0,0
P01671,substation,hilly,157,50000000.0,Medium,Winter,vendor_19,3.3,Stable,175,54785865.78823065,0.09571731576461301,0.11464968152866242,0,1
P01672,overhead_line,forest,111,10000000.0,Medium,Winter,vendor_11,3.5,Stable,155,12381238.335515728,0.23812383355157282,0.3963963963963964,1,1
P01673,overhead_line,plains,111,10000000.0,Medium,Summer,vendor_16,3.6,Stable,133,11884003.25705453,0.188400325705453,0.1981981981981982,1,1
P01674,overhead_line,plains,143,10000000.0,Low,Winter,vendor_13,3.2,Stable,138,9698496.052439513,-0.03015039475604873,-0.03496503496503497,0,0
P01675,substation,plains,181,50000000.0,Medium,Summer,vendor_2,4.7,Volatile,197,58940947.53153701,0.17881895063074021,0.08839779005524862,1,0
P01676,substation,plains,182,50000000.0,Low,Monsoon,vendor_14,3.7,Stable,187,45360630.4682608,-0.09278739063478396,0.027472527472527472,0,0
P01677,overhead_line,plains,103,10000000.0,Low,Winter,vendor_2,3.4,Volatile,100,10316273.389805883,0.03162733898058832,-0.02912621359223301,0,0
P01678,substation,hilly,216,50000000.0,Low,Winter,vendor_17,3.6,Stable,208,48577840.047176085,-0.028443199056478293,-0.037037037037037035,0,0
P01679,overhead_line,hilly,117,10000000.0,Medium,Summer,vendor_12,3.7,Stable,130,11084371.489981003,0.10843714899810031,0.1111111111111111,1,1
P01680,substation,urban,195,50000000.0,Low,Monsoon,vendor_1,3.7,Stable,191,50218277.7563216,0.004365555126432032,-0.020512820512820513,0,0
P01681,overhead_line,plains,113,10000000.0,Low,Summer,vendor_3,4.6,Stable,110,10032584.0160652,0.003258401606520079,-0.02654867256637168,0,0
P01682,overhead_line,plains,118,10000000.0,Medium,Monsoon,vendor_4,4.2,Volatile,134,10186014.84782808,0.018601484782808087,0.13559322033898305,0,1
P01683,substation,plains,209,50000000.0,Medium,Winter,vendor_18,3.6,Volatile,220,57933149.654112004,0.15866299308224008,0.05263157894736842,1,0
P01684,substation,plains,209,50000000.0,Low,Summer,vendor_9,2.5,Volatile,235,64471944.30149535,0.289438886029907,0.12440191387559808,1,1
P01685,underground_cable,plains,133,20000000.0,Low,Winter,vendor_16,3.6,Stable,147,21736378.963314563,0.08681894816572815,0.10526315789473684,0,1
P01686,substation,plains,188,50000000.0,Medium,Winter,vendor_11,4.3,Stable,192,51269437.07419501,0.02538874148390025,0.02127659574468085,0,0
P01687,substation,forest,157,50000000.0,High,Summer,vendor_14,2.6,Volatile,191,63740605.58453628,0.27481211169072556,0.21656050955414013,1,1
P01688,substation,hilly,158,50000000.0,Low,Summer,vendor_7,2.7,Stable,174,55724190.90182818,0.11448381803656354,0.10126582278481013,1,1
P01689,underground_cable,forest,131,20000000.0,Medium,Summer,vendor_17,2.7,Stable,141,21705901.90355206,0.08529509517760295,0.07633587786259542,0,0
P01690,overhead_line,plains,111,10000000.0,Low,Monsoon,vendor_8,4.0,Volatile,113,10925389.007972186,0.09253890079721865,0.018018018018018018,0,0
P01691,underground_cable,hilly,151,20000000.0,Low,Summer,vendor_6,4.9,Volatile,134,17937425.25189594,-0.10312873740520291,-0.11258278145695365,0,0
P01692,substation,plains,185,50000000.0,Low,Winter,vendor_19,4.3,Stable,186,50907076.775740206,0.018141535514804123,0.005405405405405406,0,0
P01693,overhead_line,forest,109,10000000.0,Low,Summer,vendor_10,2.7,Volatile,114,12349889.272893524,0.2349889272893524,0.045871559633027525,1,0
P01694,substation,forest,198,50000000.0,Low,Monsoon,vendor_17,4.7,Stable,225,50328490.3420764,0.006569806841527969,0.13636363636363635,0,1
P01695,overhead_line,forest,96,10000000.0,Medium,Winter,vendor_6,3.1,Volatile,101,10782546.537805868,0.07825465378058682,0.052083333333333336,0,0
P01696,overhead_line,urban,123,10000000.0,Medium,Summer,vendor_14,3.6,Stable,132,10429756.818493817,0.0429756818493817,0.07317073170731707,0,0
P01697,overhead_line,plains,127,10000000.0,Low,Winter,vendor_19,3.5,Stable,125,9889738.130235447,-0.011026186976455339,-0.015748031496062992,0,0
P01698,substation,plains,182,50000000.0,Low,Monsoon,vendor_18,3.3,Stable,209,50876885.8544372,0.017537717088744045,0.14835164835164835,0,1
P01699,overhead_line,plains,104,10000000.0,Low,Monsoon,vendor_19,4.0,Stable,125,10823376.228074532,0.0823376228074532,0.20192307692307693,0,1
P01700,substation,plains,180,50000000.0,Medium,Summer,vendor_7,2.6,Volatile,210,62443047.45385187,0.24886094907703743,0.16666666666666666,1,1
P01701,underground_cable,plains,136,20000000.0,Low,Winter,vendor_18,4.9,Stable,144,20916133.93315758,0.04580669665787909,0.058823529411764705,0,0
P01702,overhead_line,hilly,123,10000000.0,Medium,Summer,vendor_5,4.2,Stable,124,10173143.198086595,0.017314319808659516,0.008130081300813009,0,0
P01703,substation,hilly,173,50000000.0,Low,Summer,vendor_10,3.7,Volatile,155,47921487.13466591,-0.041570257306681874,-0.10404624277456648,0,0
P01704,overhead_line,hilly,151,10000000.0,Low,Winter,vendor_1,3.0,Volatile,149,10177998.109387673,0.017799810938767344,-0.013245033112582781,0,0
P01705,overhead_line,plains,108,10000000.0,High,Monsoon,vendor_11,4.3,Volatile,134,11799144.80500124,0.179914480500124,0.24074074074074073,1,1
P01706,overhead_line,urban,133,10000000.0,Low,Monsoon,vendor_4,3.0,Stable,147,9931892.285050547,-0.006810771494945325,0.10526315789473684,0,1
P01707,substation,forest,171,50000000.0,Low,Summer,vendor_5,4.4,Stable,164,48993856.617752224,-0.020122867644955515,-0.04093567251461988,0,0
P01708,overhead_line,hilly,93,10000000.0,Medium,Monsoon,vendor_15,2.8,Volatile,122,12020869.026800785,0.20208690268007853,0.3118279569892473,1,1
P01709,underground_cable,plains,149,20000000.0,Medium,Winter,vendor_16,4.0,Volatile,160,22127542.196042985,0.10637710980214923,0.0738255033557047,1,0
P01710,substation,plains,204,50000000.0,Medium,Winter,vendor_10,5.0,Stable,188,45818950.31476424,-0.08362099370471522,-0.0784313725490196,0,0
P01711,substation,urban,192,50000000.0,High,Winter,vendor_3,3.0,Stable,227,59771996.02321633,0.1954399204643266,0.18229166666666666,1,1
P01712,overhead_line,plains,144,10000000.0,Medium,Winter,vendor_18,3.1,Volatile,189,14859392.06790309,0.48593920679030905,0.3125,1,1
P01713,underground_cable,hilly,182,20000000.0,Low,Monsoon,vendor_19,3.0,Stable,217,21365152.086993814,0.06825760434969068,0.19230769230769232,0,1
P01714,substation,forest,170,50000000.0,Low,Winter,vendor_8,4.7,Stable,157,47142274.701956734,-0.05715450596086532,-0.07647058823529412,0,0
P01715,substation,plains,185,50000000.0,Medium,Summer,vendor_10,4.4,Stable,176,48510345.581615165,-0.029793088367696702,-0.04864864864864865,0,0
P01716,substation,forest,196,50000000.0,High,Winter,vendor_7,3.8,Stable,241,61145317.6229701,0.22290635245940194,0.22959183673469388,1,1
P01717,substation,forest,166,50000000.0,Medium,Summer,vendor_19,3.8,Stable,156,47935134.971257694,-0.04129730057484612,-0.060240963855421686,0,0
P01718,underground_cable,hilly,182,20000000.0,Medium,Winter,vendor_14,3.4,Stable,200,21957604.25089248,0.09788021254462395,0.0989010989010989,0,0
P01719,overhead_line,urban,106,10000000.0,Low,Summer,vendor_3,2.6,Stable,119,11171993.166806549,0.11719931668065488,0.12264150943396226,1,1
P01720,substation,urban,192,50000000.0,Medium,Summer,vendor_14,4.7,Volatile,175,52756365.538137615,0.0551273107627523,-0.08854166666666667,0,0
P01721,substation,hilly,177,50000000.0,Low,Summer,vendor_11,4.6,Stable,176,50885641.6195991,0.01771283239198193,-0.005649717514124294,0,0
P01722,overhead_line,plains,110,10000000.0,Low,Winter,vendor_12,4.4,Stable,102,9257485.527825374,-0.07425144721746259,-0.07272727272727272,0,0
P01723,substation,urban,163,50000000.0,Low,Winter,vendor_9,3.8,Stable,175,53222031.12652568,0.06444062253051355,0.0736196319018405,0,0
P01724,substation,forest,160,50000000.0,Low,Winter,vendor_19,4.4,Stable,168,52240437.771777645,0.0448087554355529,0.05,0,0
P01725,substation,hilly,170,50000000.0,Low,Monsoon,vendor_18,3.5,Stable,183,47445409.932180025,-0.051091801356399506,0.07647058823529412,0,0
P01726,substation,hilly,153,50000000.0,High,Monsoon,vendor_5,2.8,Stable,198,57006764.70489127,0.14013529409782544,0.29411764705882354,1,1
P01727,overhead_line,plains,101,10000000.0,Low,Summer,vendor_3,3.5,Volatile,95,11166431.143713405,0.11664311437134053,-0.0594059405940594,1,0
P01728,overhead_line,urban,79,10000000.0,Low,Monsoon,vendor_2,4.9,Stable,80,9041588.04423565,-0.09584119557643496,0.012658227848101266,0,0
P01729,overhead_line,forest,134,10000000.0,Medium,Summer,vendor_14,4.7,Stable,119,8925493.785043022,-0.10745062149569784,-0.11194029850746269,0,0
P01730,overhead_line,hilly,100,10000000.0,Medium,Summer,vendor_17,4.9,Volatile,90,9856631.237787612,-0.014336876221238823,-0.1,0,0
P01731,substation,hilly,203,50000000.0,Low,Winter,vendor_6,4.1,Stable,190,46526085.58924209,-0.06947828821515814,-0.06403940886699508,0,0
P01732,overhead_line,hilly,86,10000000.0,Low,Monsoon,vendor_6,3.5,Stable,95,9793551.384672122,-0.020644861532787794,0.10465116279069768,0,1
P01733,substation,hilly,132,50000000.0,Low,Winter,vendor_13,3.3,Stable,135,50693133.67363894,0.013862673472778798,0.022727272727272728,0,0
P01734,substation,plains,192,50000000.0,Medium,Winter,vendor_17,4.6,Volatile,205,61126098.54754308,0.22252197095086157,0.06770833333333333,1,0
P01735,overhead_line,plains,75,10000000.0,Low,Winter,vendor_2,3.7,Volatile,82,12203072.914222531,0.2203072914222531,0.09333333333333334,1,0
P01736,substation,hilly,197,50000000.0,Medium,Summer,vendor_6,4.8,Stable,210,55298158.03132814,0.10596316062656283,0.06598984771573604,1,0
P01737,overhead_line,plains,106,10000000.0,Medium,Winter,vendor_15,3.7,Volatile,115,12234261.208657864,0.22342612086578645,0.08490566037735849,1,0
P01738,overhead_line,plains,104,10000000.0,High,Summer,vendor_14,4.3,Volatile,110,10939413.666488992,0.09394136664889921,0.057692307692307696,0,0
P01739,substation,plains,165,50000000.0,Low,Winter,vendor_16,3.5,Stable,172,51257207.970724344,0.025144159414486885,0.04242424242424243,0,0
P01740,substation,urban,218,50000000.0,Medium,Monsoon,vendor_19,3.7,Stable,270,55963733.33206434,0.11927466664128676,0.23853211009174313,1,1
P01741,substation,urban,147,50000000.0,Low,Winter,vendor_2,2.8,Stable,155,53714000.142273806,0.07428000284547612,0.05442176870748299,0,0
P01742,underground_cable,plains,167,20000000.0,Low,Summer,vendor_8,4.0,Volatile,166,22674846.39703211,0.1337423198516054,-0.005988023952095809,1,0
P01743,overhead_line,plains,79,10000000.0,Medium,Winter,vendor_20,3.4,Volatile,98,11880462.442725334,0.18804624427253344,0.24050632911392406,1,1
P01744,overhead_line,plains,112,10000000.0,High,Winter,vendor_12,3.3,Stable,117,10291105.343570804,0.02911053435708042,0.044642857142857144,0,0
P01745,substation,hilly,182,50000000.0,Medium,Winter,vendor_9,3.6,Volatile,191,54442534.92403748,0.08885069848074957,0.04945054945054945,0,0
P01746,overhead_line,forest,152,10000000.0,Low,Winter,vendor_13,4.7,Stable,146,9729838.356632907,-0.027016164336709305,-0.039473684210526314,0,0
P01747,overhead_line,plains,112,10000000.0,Low,Monsoon,vendor_4,4.7,Stable,99,8929130.546994558,-0.10708694530054425,-0.11607142857142858,0,0
P01748,substation,plains,191,50000000.0,Low,Summer,vendor_5,3.4,Stable,183,49760825.58211744,-0.004783488357651234,-0.041884816753926704,0,0
P01749,substation,plains,179,50000000.0,Low,Winter,vendor_10,4.0,Stable,181,51116301.42635654,0.02232602852713078,0.0111731843575419,0,0
P01750,overhead_line,plains,129,10000000.0,Low,Monsoon,vendor_10,3.9,Volatile,159,11486807.946069302,0.1486807946069302,0.23255813953488372,1,1
P01751,substation,plains,204,50000000.0,Low,Winter,vendor_20,4.5,Stable,188,46426825.31183398,-0.07146349376332045,-0.0784313725490196,0,0
P01752,overhead_line,urban,105,10000000.0,Low,Summer,vendor_6,3.3,Volatile,108,11718504.800381728,0.17185048003817274,0.02857142857142857,1,0
P01753,overhead_line,plains,116,10000000.0,Low,Summer,vendor_7,4.0,Stable,108,9438071.684129756,-0.05619283158702441,-0.06896551724137931,0,0
P01754,substation,hilly,167,50000000.0,Low,Winter,vendor_11,4.2,Stable,158,47433591.44877676,-0.05132817102446482,-0.05389221556886228,0,0
P01755,substation,forest,196,50000000.0,Low,Winter,vendor_13,3.2,Stable,205,51889135.25787026,0.03778270515740514,0.04591836734693878,0,0
P01756,overhead_line,urban,125,10000000.0,Low,Summer,vendor_3,3.9,Stable,117,9577851.125236643,-0.04221488747633565,-0.064,0,0
P01757,overhead_line,plains,145,10000000.0,Low,Monsoon,vendor_4,3.2,Stable,144,10292724.223356377,0.029272422335637732,-0.006896551724137931,0,0
P01758,overhead_line,plains,69,10000000.0,Medium,Winter,vendor_4,4.8,Stable,79,10204885.10795043,0.020488510795043036,0.14492753623188406,0,1
P01759,substation,plains,199,50000000.0,Medium,Monsoon,vendor_14,3.0,Stable,222,56131296.741639346,0.12262593483278691,0.11557788944723618,1,1
P01760,overhead_line,hilly,130,10000000.0,Low,Winter,vendor_1,2.6,Stable,136,10565670.378629413,0.05656703786294125,0.046153846153846156,0,0
P01761,overhead_line,plains,123,10000000.0,Low,Winter,vendor_16,2.6,Stable,147,11728142.724490844,0.17281427244908437,0.1951219512195122,1,1
P01762,substation,plains,153,50000000.0,Low,Summer,vendor_10,2.6,Stable,155,52009103.98960097,0.040182079792019425,0.013071895424836602,0,0
P01763,overhead_line,forest,128,10000000.0,Low,Winter,vendor_16,3.3,Volatile,132,10992707.112508148,0.0992707112508148,0.03125,0,0
P01764,overhead_line,hilly,131,10000000.0,Low,Monsoon,vendor_15,3.2,Stable,130,10403994.370005013,0.040399437000501345,-0.007633587786259542,0,0
P01765,overhead_line,plains,100,10000000.0,Medium,Winter,vendor_3,3.0,Volatile,102,11096887.532813784,0.10968875328137838,0.02,1,0
P01766,overhead_line,plains,142,10000000.0,High,Summer,vendor_9,4.6,Stable,122,8911511.540159777,-0.10884884598402232,-0.14084507042253522,0,0
P01767,substation,hilly,171,50000000.0,Low,Winter,vendor_2,2.6,Volatile,189,60364458.80102799,0.20728917602055982,0.10526315789473684,1,1
P01768,substation,plains,149,50000000.0,Medium,Summer,vendor_13,3.1,Volatile,156,58865469.35579809,0.17730938711596175,0.04697986577181208,1,0
P01769,underground_cable,plains,177,20000000.0,Low,Winter,vendor_17,3.1,Volatile,196,23085012.360354565,0.15425061801772824,0.10734463276836158,1,1
P01770,overhead_line,plains,101,10000000.0,High,Winter,vendor_4,3.3,Volatile,114,11140611.539890759,0.11406115398907588,0.12871287128712872,1,1
P01771,overhead_line,hilly,115,10000000.0,Medium,Winter,vendor_4,2.6,Stable,128,11235327.084927035,0.12353270849270355,0.11304347826086956,1,1
P01772,underground_cable,hilly,161,20000000.0,High,Summer,vendor_16,3.2,Volatile,194,26411941.03571394,0.32059705178569703,0.20496894409937888,1,1
P01773,overhead_line,plains,131,10000000.0,Low,Summer,vendor_17,4.0,Stable,109,8349529.928503234,-0.1650470071496766,-0.16793893129770993,0,0
P01774,underground_cable,hilly,156,20000000.0,Low,Summer,vendor_11,3.3,Stable,166,21505291.685425844,0.0752645842712922,0.0641025641025641,0,0
P01775,underground_cable,urban,151,20000000.0,Medium,Monsoon,vendor_16,3.4,Stable,167,22778990.72525973,0.13894953626298642,0.10596026490066225,1,1
P01776,overhead_line,hilly,134,10000000.0,Medium,Summer,vendor_18,3.8,Volatile,140,11566257.183005085,0.15662571830050853,0.04477611940298507,1,0
P01777,substation,plains,155,50000000.0,Medium,Summer,vendor_1,2.8,Stable,166,54827245.683011636,0.09654491366023273,0.07096774193548387,0,0
P01778,underground_cable,urban,157,20000000.0,High,Winter,vendor_12,2.7,Volatile,157,21449687.6128503,0.07248438064251504,0.0,0,0
P01779,overhead_line,hilly,107,10000000.0,Low,Summer,vendor_9,4.4,Volatile,111,11514293.597685164,0.15142935976851638,0.037383177570093455,1,0
P01780,overhead_line,plains,145,10000000.0,Medium,Summer,vendor_2,3.8,Stable,132,9190572.769021546,-0.08094272309784535,-0.0896551724137931,0,0
P01781,overhead_line,urban,149,10000000.0,Medium,Summer,vendor_5,3.0,Stable,175,11504339.817617936,0.1504339817617936,0.174496644295302,1,1
P01782,substation,forest,159,50000000.0,Low,Summer,vendor_6,3.7,Stable,161,51922005.35966568,0.03844010719331354,0.012578616352201259,0,0
P01783,underground_cable,plains,170,20000000.0,Low,Summer,vendor_4,3.0,Stable,170,20468696.32335894,0.02343481616794709,0.0,0,0
P01784,substation,forest,152,50000000.0,Low,Winter,vendor_10,2.5,Volatile,155,54211695.078334406,0.08423390156668813,0.019736842105263157,0,0
P01785,underground_cable,urban,179,20000000.0,Medium,Winter,vendor_11,3.9,Volatile,195,22202858.304944843,0.11014291524724215,0.0893854748603352,1,0
P01786,substation,plains,129,50000000.0,Low,Winter,vendor_20,4.9,Stable,131,51191220.74485669,0.023824414897133855,0.015503875968992248,0,0
P01787,overhead_line,plains,144,10000000.0,High,Winter,vendor_10,4.6,Stable,142,9920216.53521507,-0.007978346478492953,-0.013888888888888888,0,0
P01788,substation,hilly,196,50000000.0,Low,Summer,vendor_11,4.8,Stable,185,48023505.86378816,-0.039529882724236846,-0.05612244897959184,0,0
P01789,overhead_line,hilly,117,10000000.0,Low,Summer,vendor_5,4.2,Stable,109,9594499.241960995,-0.040550075803900514,-0.06837606837606838,0,0
P01790,substation,hilly,181,50000000.0,Low,Summer,vendor_4,3.2,Stable,174,49796092.72399215,-0.004078145520157069,-0.03867403314917127,0,0
P01791,substation,plains,166,50000000.0,Low,Summer,vendor_11,4.9,Stable,142,44346696.3801547,-0.11306607239690601,-0.14457831325301204,0,0
P01792,substation,urban,199,50000000.0,Medium,Summer,vendor_6,4.7,Stable,183,46767351.40173022,-0.06465297196539566,-0.08040201005025126,0,0
P01793,overhead_line,plains,117,10000000.0,Low,Summer,vendor_7,4.8,Stable,111,9681315.932821654,-0.03186840671783462,-0.05128205128205128,0,0
P01794,overhead_line,forest,89,10000000.0,High,Summer,vendor_10,4.0,Stable,87,9586043.011486188,-0.041395698851381245,-0.02247191011235955,0,0
P01795,substation,plains,196,50000000.0,Medium,Summer,vendor_2,2.8,Stable,243,62651181.948703356,0.2530236389740671,0.23979591836734693,1,1
P01796,substation,plains,213,50000000.0,Medium,Summer,vendor_19,3.1,Volatile,230,59407279.83858658,0.18814559677173154,0.07981220657276995,1,0
P01797,underground_cable,forest,162,20000000.0,High,Summer,vendor_9,4.4,Volatile,167,22782686.440853424,0.13913432204267123,0.030864197530864196,1,0
P01798,underground_cable,hilly,143,20000000.0,Low,Summer,vendor_1,4.3,Stable,148,20834601.394091535,0.04173006970457677,0.03496503496503497,0,0
P01799,overhead_line,forest,102,10000000.0,Medium,Monsoon,vendor_4,4.7,Stable,110,10257934.689608196,0.02579346896081958,0.0784313725490196,0,0
P01800,underground_cable,plains,166,20000000.0,Low,Summer,vendor_16,2.7,Volatile,168,22882611.31252508,0.14413056562625393,0.012048192771084338,1,0
P01801,overhead_line,plains,103,10000000.0,Medium,Summer,vendor_8,3.7,Volatile,119,10796846.823748844,0.07968468237488438,0.1553398058252427,0,1
P01802,overhead_line,plains,106,10000000.0,Medium,Summer,vendor_11,2.8,Stable,110,10454788.348175209,0.0454788348175209,0.03773584905660377,0,0
P01803,substation,hilly,192,50000000.0,Medium,Summer,vendor_7,2.9,Volatile,204,59063959.988359846,0.18127919976719692,0.0625,1,0
P01804,overhead_line,hilly,106,10000000.0,Low,Summer,vendor_1,3.7,Volatile,109,11012959.145056546,0.10129591450565457,0.02830188679245283,1,0
P01805,substation,plains,205,50000000.0,Medium,Winter,vendor_12,4.7,Stable,204,49481178.2975712,-0.010376434048576057,-0.004878048780487805,0,0
P01806,substation,hilly,170,50000000.0,Low,Summer,vendor_19,3.5,Stable,182,54730577.3646131,0.09461154729226202,0.07058823529411765,0,0
P01807,overhead_line,forest,121,10000000.0,Low,Summer,vendor_14,4.2,Stable,119,9952181.990523115,-0.00478180094768852,-0.01652892561983471,0,0
P01808,overhead_line,forest,137,10000000.0,Medium,Winter,vendor_18,4.4,Stable,127,9124642.421178559,-0.08753575788214411,-0.072992700729927,0,0
P01809,underground_cable,hilly,159,20000000.0,High,Winter,vendor_13,4.9,Stable,155,19468027.403587118,-0.02659862982064411,-0.025157232704402517,0,0
P01810,substation,hilly,175,50000000.0,Low,Summer,vendor_15,3.8,Stable,193,56975569.72166693,0.13951139443333865,0.10285714285714286,1,1
P01811,substation,hilly,184,50000000.0,Low,Winter,vendor_13,4.4,Stable,191,51890243.97946631,0.03780487958932623,0.03804347826086957,0,0
P01812,substation,plains,173,50000000.0,High,Summer,vendor_2,3.4,Stable,190,54719719.31280881,0.09439438625617623,0.09826589595375723,0,0
P01813,overhead_line,hilly,125,10000000.0,Medium,Summer,vendor_19,3.9,Stable,112,9216798.174132656,-0.07832018258673437,-0.104,0,0
P01814,underground_cable,plains,175,20000000.0,Medium,Summer,vendor_3,3.9,Stable,189,21764461.04606617,0.08822305230330843,0.08,0,0
P01815,substation,forest,186,50000000.0,Low,Winter,vendor_13,3.3,Stable,198,53408490.5391086,0.06816981078217194,0.06451612903225806,0,0
P01816,underground_cable,hilly,156,20000000.0,High,Monsoon,vendor_13,3.4,Volatile,175,24626676.321698852,0.2313338160849426,0.12179487179487179,1,1
P01817,substation,plains,157,50000000.0,Medium,Summer,vendor_14,4.7,Stable,170,54354550.57497503,0.08709101149950058,0.08280254777070063,0,0
P01818,underground_cable,hilly,156,20000000.0,High,Winter,vendor_11,4.5,Stable,149,18991268.81139616,-0.05043655943019204,-0.04487179487179487,0,0
P01819,overhead_line,hilly,81,10000000.0,High,Summer,vendor_15,3.1,Stable,97,11074389.155721467,0.1074389155721467,0.19753086419753085,1,1
P01820,substation,forest,164,50000000.0,Low,Summer,vendor_3,4.2,Volatile,169,58650496.57687152,0.17300993153743044,0.03048780487804878,1,0
P01821,overhead_line,plains,147,10000000.0,Low,Summer,vendor_9,4.8,Volatile,131,9876132.310000984,-0.0123867689999016,-0.10884353741496598,0,0
P01822,underground_cable,plains,149,20000000.0,Low,Summer,vendor_17,3.0,Stable,150,20587903.066316895,0.02939515331584476,0.006711409395973154,0,0
P01823,overhead_line,plains,142,10000000.0,Medium,Monsoon,vendor_13,3.1,Stable,194,11683824.622977937,0.16838246229779366,0.36619718309859156,1,1
P01824,substation,forest,168,50000000.0,Medium,Summer,vendor_1,4.7,Stable,163,48968651.671528675,-0.020626966569426506,-0.02976190476190476,0,0
P01825,overhead_line,plains,146,10000000.0,Low,Summer,vendor_12,4.1,Stable,136,9431004.900577463,-0.05689950994225368,-0.0684931506849315,0,0
P01826,substation,hilly,168,50000000.0,Low,Summer,vendor_6,2.6,Volatile,173,55854462.42574773,0.1170892485149546,0.02976190476190476,1,0
P01827,underground_cable,plains,152,20000000.0,Low,Winter,vendor_1,4.0,Stable,160,21167127.916509505,0.05835639582547527,0.05263157894736842,0,0
P01828,overhead_line,urban,125,10000000.0,Low,Winter,vendor_7,4.2,Stable,112,9071096.223090464,-0.09289037769095357,-0.104,0,0
P01829,overhead_line,plains,112,10000000.0,Medium,Summer,vendor_10,2.9,Stable,112,10195347.72571018,0.019534772571017964,0.0,0,0
P01830,overhead_line,plains,100,10000000.0,Low,Monsoon,vendor_13,4.3,Stable,90,9011237.978129016,-0.09887620218709837,-0.1,0,0
P01831,overhead_line,forest,141,10000000.0,Low,Winter,vendor_6,3.0,Stable,146,10494717.667744478,0.04947176677444782,0.03546099290780142,0,0
P01832,overhead_line,urban,162,10000000.0,Medium,Monsoon,vendor_9,3.6,Stable,162,9961679.51234305,-0.0038320487656949087,0.0,0,0
P01833,overhead_line,urban,107,10000000.0,Low,Winter,vendor_7,2.5,Volatile,122,12361413.309017096,0.23614133090170958,0.14018691588785046,1,1
P01834,substation,forest,165,50000000.0,Medium,Summer,vendor_1,3.0,Volatile,196,63904269.68083326,0.2780853936166652,0.18787878787878787,1,1
P01835,overhead_line,forest,109,10000000.0,Low,Summer,vendor_3,4.1,Stable,107,10106387.229495974,0.010638722949597426,-0.01834862385321101,0,0
P01836,substation,urban,184,50000000.0,Low,Summer,vendor_5,2.6,Volatile,196,57073016.772398315,0.1414603354479663,0.06521739130434782,1,0
P01837,overhead_line,plains,114,10000000.0,Low,Summer,vendor_1,4.5,Stable,111,9949603.88171623,-0.005039611828376912,-0.02631578947368421,0,0
P01838,substation,urban,138,50000000.0,High,Monsoon,vendor_16,3.4,Stable,142,50948202.495734215,0.018964049914684297,0.028985507246376812,0,0
P01839,underground_cable,plains,180,20000000.0,Low,Winter,vendor_14,4.1,Stable,176,19352215.261292122,-0.03238923693539388,-0.022222222222222223,0,0
P01840,overhead_line,plains,120,10000000.0,Medium,Summer,vendor_9,4.4,Stable,124,10436149.987874573,0.04361499878745731,0.03333333333333333,0,0
P01841,substation,urban,175,50000000.0,Medium,Winter,vendor_12,3.3,Stable,206,58060441.96883682,0.16120883937673644,0.17714285714285713,1,1
P01842,overhead_line,plains,146,10000000.0,Medium,Summer,vendor_3,3.7,Stable,137,9483068.91176649,-0.051693108823351,-0.06164383561643835,0,0
P01843,substation,forest,182,50000000.0,Medium,Monsoon,vendor_9,3.6,Volatile,195,50147391.373254664,0.0029478274650932847,0.07142857142857142,0,0
P01844,substation,forest,182,50000000.0,Low,Winter,vendor_20,2.8,Stable,202,54533841.270846084,0.09067682541692168,0.10989010989010989,0,1
P01845,substation,urban,170,50000000.0,Low,Summer,vendor_9,3.9,Volatile,151,50072133.82144423,0.0014426764288845658,-0.11176470588235295,0,0
P01846,substation,plains,191,50000000.0,High,Summer,vendor_1,3.4,Stable,266,69159078.2061843,0.383181564123686,0.39267015706806285,1,1
P01847,substation,urban,171,50000000.0,Low,Winter,vendor_9,3.8,Stable,187,55152010.64499408,0.1030402128998816,0.0935672514619883,1,0
P01848,underground_cable,urban,145,20000000.0,Medium,Winter,vendor_1,3.8,Volatile,147,21911990.234228875,0.09559951171144378,0.013793103448275862,0,0
P01849,overhead_line,plains,94,10000000.0,Low,Winter,vendor_6,4.3,Stable,92,9668979.286635023,-0.033102071336497736,-0.02127659574468085,0,0
P01850,underground_cable,plains,101,20000000.0,Low,Summer,vendor_4,2.5,Volatile,101,23612001.305768773,0.18060006528843864,0.0,1,0
P01851,overhead_line,hilly,126,10000000.0,Medium,Winter,vendor_16,4.9,Stable,118,8893028.27816932,-0.1106971721830679,-0.06349206349206349,0,0
P01852,substation,plains,176,50000000.0,Low,Winter,vendor_17,3.5,Stable,182,51591629.33530906,0.031832586706181165,0.03409090909090909,0,0
P01853,overhead_line,hilly,124,10000000.0,Low,Monsoon,vendor_16,3.5,Volatile,139,11007566.773493912,0.10075667734939121,0.12096774193548387,1,1
